16,51,97,27,10,85,56,41,60,45,83,33,51,41,26,82,57,49,89,87,22,12,80,14,25,87,92,37,94,98,65,22,22,76,47,98,66,6,44,81,74,87,24,32,61,27,55,75,33,38,96,70,52,64,100,51,94,56,99,51,15,50,42,87,22,94,65,41,27,39,20,40,38,24,73,8,61,50,26,60,16,63,6,75,25,51,22,69,22,82,72,7,32,90,32,25,37,95,23,41
70,16,73,62,79,80,12,18,7,87,3,12,13,28,57,38,97,40,70,32,86,65,12,3,36,21,100,61,53,5,45,20,1,70,30,82,2,67,63,81,3,81,48,20,65,100,6,51,69,44,100,71,21,53,16,34,1,91,68,2,86,33,58,32,65,73,79,69,55,85,23,69,98,53,19,72,76,73,13,2,15,34,93,35,56,77,81,60,34,17,7,85,75,15,83,12,59,15,68,31
33,25,36,14,14,38,63,92,61,70,66,16,37,99,80,19,18,35,2,65,10,78,81,50,5,19,48,92,25,94,58,11,65,1,65,92,20,8,21,91,65,38,68,28,85,65,26,24,32,66,74,66,35,71,67,76,16,49,45,80,73,46,100,42,90,76,4,56,8,12,7,70,51,95,64,73,56,79,5,62,70,89,8,21,24,43,12,1,79,81,90,25,25,62,78,88,16,61,35,44
31,53,67,80,43,15,30,9,3,54,15,45,74,90,9,8,25,78,24,34,14,15,42,25,31,78,17,100,20,93,83,2,7,92,97,34,59,15,42,92,21,17,91,64,87,47,89,30,98,65,51,22,90,34,42,62,57,91,100,7,82,89,3,17,90,36,83,76,80,23,71,32,45,29,78,43,55,25,7,99,95,15,86,39,34,68,58,67,29,84,63,68,97,51,81,73,54,41,87,57
21,15,59,26,37,52,59,100,98,60,9,51,40,13,12,81,99,63,46,28,85,46,94,65,90,16,55,58,89,16,68,70,39,11,100,7,75,89,70,73,77,48,73,30,61,66,89,66,85,25,69,29,75,32,62,95,96,20,50,5,61,36,63,35,85,7,74,2,69,73,3,99,56,81,56,9,26,38,10,100,15,80,40,63,98,38,86,77,52,75,94,76,44,38,50,35,96,67,35,91
98,27,71,77,54,91,13,26,79,94,1,59,14,49,71,96,93,65,6,85,50,25,38,41,4,61,79,27,83,82,86,6,65,28,57,60,20,86,50,71,80,1,13,53,93,76,22,54,22,65,39,92,41,89,64,31,59,49,26,35,8,10,62,19,36,79,97,40,81,45,53,67,37,60,19,32,96,1,89,88,4,68,68,78,65,89,78,50,40,83,65,18,51,21,24,99,74,44,83,20
2,14,67,62,62,42,97,48,37,12,83,42,67,28,85,50,87,31,77,70,38,59,78,25,37,25,79,36,11,60,4,29,90,95,76,72,48,8,38,95,5,85,81,32,58,33,62,5,42,9,65,7,87,67,52,76,74,12,25,36,47,18,55,55,58,90,91,26,29,24,82,47,67,48,87,26,55,50,84,58,83,53,61,98,34,85,99,82,13,15,76,46,45,2,77,29,61,1,62,6
66,9,21,96,32,28,13,5,41,35,34,42,18,68,6,65,6,17,44,84,34,42,53,94,75,49,84,8,68,21,59,54,51,40,96,23,59,95,2,43,36,24,68,41,66,10,60,78,69,82,82,81,78,25,16,40,8,59,6,60,94,46,3,73,57,32,58,72,82,11,44,46,84,83,39,34,16,47,91,76,10,28,17,35,77,44,41,72,84,10,70,72,60,100,22,27,38,26,44,3
25,38,29,97,1,93,37,31,71,15,59,79,69,16,66,8,18,67,19,7,59,57,49,73,37,55,23,52,35,100,52,59,1,10,26,16,35,12,8,69,8,6,55,35,70,49,31,28,46,10,84,8,21,61,57,54,46,27,32,16,81,41,96,53,25,48,18,15,70,87,20,39,10,96,60,9,65,11,55,96,84,64,90,86,10,48,44,65,99,20,63,28,10,94,91,73,66,4,11,83
54,67,63,87,41,65,78,67,46,7,39,48,9,55,61,75,86,82,54,12,39,85,76,2,64,58,78,46,36,34,83,2,75,19,51,86,51,8,77,31,81,9,36,32,52,1,19,59,93,21,29,31,94,76,21,80,53,78,84,93,90,6,27,58,5,24,48,35,78,23,21,8,34,99,75,31,22,15,62,40,56,76,19,55,53,47,88,49,23,69,1,73,80,40,74,70,81,48,4,35
