88,88,46,76,91,52,71,40,24,56,43,78,99,88,26,18,33,30,60,7,62,79,16,11,84,19,52,28,49,48,79,76,74,63,17,37,88,15,5,11,14,62,18,32,29,58,60,55,56,77,39,32,19,14,37,3,58,21,84,56,92,13,83,24,3,44,34,15,63,83,78,98,30,21,59,19,50,15,4,44,75,26,69,28,49,40,33,50,45,96,51,12,68,70,60,99,41,12,71,54
52,25,83,93,17,15,94,9,62,46,83,5,9,51,58,75,70,90,29,69,9,30,79,12,97,72,17,36,20,84,73,10,95,88,18,71,94,13,83,64,18,71,99,35,34,5,70,98,12,15,64,19,45,14,58,28,72,58,70,100,17,66,39,60,16,68,62,12,82,51,73,18,20,51,34,42,88,40,85,3,14,24,78,6,78,39,61,41,31,97,28,63,23,99,87,75,52,74,79,78
65,53,77,14,97,89,96,22,40,100,2,44,67,36,11,7,55,78,19,13,43,84,82,92,67,75,31,2,53,61,38,7,54,62,63,65,90,58,23,74,37,5,70,84,21,31,24,65,69,39,58,62,61,83,60,88,9,53,92,71,56,90,6,96,33,92,39,93,77,37,49,35,16,87,9,3,71,58,64,45,11,59,8,95,7,71,14,3,12,23,50,9,53,84,19,60,7,98,45,84
87,99,5,80,8,73,83,13,73,4,95,19,94,64,14,12,94,19,49,32,36,20,52,77,93,91,21,76,84,75,80,12,25,62,35,34,43,37,3,83,86,90,42,7,17,99,64,46,39,88,84,92,71,35,56,5,30,40,73,96,55,8,9,95,33,61,68,81,97,69,10,47,88,79,92,96,53,39,33,35,88,53,24,95,38,62,8,67,5,22,38,12,69,22,72,56,89,13,35,60
47,87,84,39,22,43,49,74,30,78,83,93,51,98,51,84,23,15,93,6,27,58,36,75,85,11,57,15,19,13,96,48,72,5,97,6,16,19,5,75,7,71,84,82,38,84,71,64,34,59,94,13,22,19,20,25,91,24,4,9,45,10,64,29,49,100,77,100,34,94,81,9,80,17,85,8,67,86,43,23,50,70,25,7,52,73,29,68,93,5,68,64,21,82,90,99,94,36,79,45
44,53,92,88,74,34,65,70,65,13,8,64,16,73,40,81,39,5,55,18,5,46,46,14,81,40,94,61,70,69,20,25,30,51,18,46,45,44,34,53,31,32,88,76,55,82,88,64,65,66,42,35,35,23,74,62,20,9,100,99,65,35,44,25,60,32,100,97,32,16,90,59,23,43,61,70,88,25,25,57,16,17,43,29,12,40,51,39,73,4,85,3,56,2,83,55,98,41,57,89
79,23,18,18,68,51,43,48,23,56,98,50,74,65,73,10,47,8,47,16,98,94,68,67,75,66,36,9,32,38,21,16,43,39,18,80,21,23,28,31,34,54,97,69,81,82,100,6,49,29,76,98,38,42,53,80,69,95,36,42,38,65,64,84,72,13,65,3,4,12,66,82,32,62,80,9,55,49,93,67,21,97,99,82,97,32,40,53,79,32,44,70,8,68,3,21,73,81,21,98
60,13,80,27,23,70,52,50,51,21,67,47,60,46,52,45,90,41,22,39,28,99,29,25,19,95,49,33,55,10,80,45,13,38,74,87,83,20,97,89,28,39,10,74,42,26,98,38,19,84,90,78,57,86,82,96,65,33,70,94,1,18,91,9,7,52,85,45,1,26,30,76,16,46,34,38,98,42,7,72,11,49,4,33,17,14,97,85,27,6,78,88,24,32,86,60,9,50,24,63
81,98,12,25,46,19,48,28,40,74,49,58,74,77,45,77,85,83,52,70,69,91,50,45,3,71,24,20,21,53,51,18,38,97,63,39,90,85,87,27,77,50,88,77,40,56,40,37,64,33,8,54,52,55,85,54,35,85,98,43,10,8,7,9,41,35,43,90,88,52,47,53,61,10,22,66,5,68,33,15,3,36,100,25,74,38,40,98,44,80,60,35,68,40,19,38,73,44,60,34
7,57,48,31,51,66,66,86,65,72,52,49,78,12,95,79,12,37,9,3,41,25,86,95,67,55,7,18,98,16,37,63,41,35,67,41,88,5,59,43,96,57,46,11,68,85,52,76,47,20,42,90,86,12,40,4,91,76,27,4,46,51,63,49,53,78,95,38,43,41,86,99,82,45,6,95,85,87,84,65,9,85,70,91,12,6,65,92,48,48,8,61,38,12,54,93,7,23,56,27
33,5,39,93,39,72,8,26,46,17,95,52,24,74,58,17,50,72,18,85,19,70,81,69,69,9,22,78,39,57,79,39,93,84,41,37,27,60,41,43,51,61,93,23,90,99,93,61,10,49,35,37,38,87,86,59,84,84,31,4,9,73,39,68,40,11,6,32,14,20,56,64,43,85,89,69,89,95,7,10,57,88,96,10,58,29,95,64,34,55,68,27,5,74,76,51,17,82,56,8
45,85,5,42,46,63,88,22,15,78,96,29,17,33,61,11,51,95,45,96,41,96,26,23,79,41,47,79,49,90,48,79,26,41,40,73,21,81,30,23,42,37,89,66,10,79,61,84,77,90,39,58,9,4,57,4,24,53,74,34,76,29,77,79,46,88,62,56,88,4,59,66,53,71,1,61,99,28,17,86,13,93,22,7,67,99,53,63,34,98,39,49,77,20,9,62,57,29,78,32
94,36,22,33,99,57,24,97,1,42,45,75,77,53,52,75,58,21,85,18,66,13,90,75,56,58,86,75,68,56,52,24,80,97,1,78,62,82,94,91,47,67,53,13,34,1,59,21,47,14,70,39,88,1,65,45,50,25,49,51,37,66,25,37,85,75,22,23,93,90,48,30,90,69,32,27,33,81,6,62,82,38,44,73,96,23,98,43,31,20,10,76,89,6,72,31,26,58,58,99
75,46,61,7,77,5,67,13,24,74,78,70,78,89,23,52,7,34,44,45,14,10,16,24,65,20,65,94,38,85,44,42,86,65,29,34,21,23,2,31,12,11,9,92,52,38,15,96,55,22,68,90,47,69,69,21,71,61,8,85,6,90,42,93,53,64,69,62,41,55,85,73,46,49,26,61,75,67,63,50,53,8,69,30,43,51,43,73,61,52,46,33,2,96,74,50,12,66,24,44
26,81,55,68,84,31,90,57,27,50,96,69,26,47,11,27,62,70,7,7,97,34,50,57,56,58,93,23,79,95,78,32,95,85,14,74,44,97,78,15,29,57,66,32,96,28,98,47,23,16,89,11,57,34,44,86,63,73,91,35,58,12,83,18,73,26,84,53,48,8,15,88,17,62,81,13,96,86,94,71,23,22,4,10,87,41,93,48,73,9,20,86,9,28,48,85,4,22,6,20
30,39,64,56,90,78,76,23,91,61,88,58,85,76,65,90,65,89,83,70,58,75,15,60,20,96,28,29,91,79,27,95,93,99,14,30,13,41,96,7,55,22,19,69,10,74,4,89,26,9,20,41,11,5,41,1,27,95,31,36,14,79,73,70,84,27,36,71,93,67,97,19,26,80,72,84,13,60,97,90,65,30,68,37,92,24,10,14,78,97,82,48,90,96,6,73,33,3,10,82
91,68,67,48,22,20,53,82,3,33,32,60,80,3,97,49,24,31,2,89,21,3,100,29,43,79,75,57,71,92,16,85,23,88,66,31,61,65,44,88,55,31,76,2,86,25,33,90,52,80,44,28,16,32,21,17,68,40,8,25,93,41,78,53,56,35,33,43,14,36,93,98,38,5,3,65,10,22,64,96,31,2,89,70,71,41,5,18,26,7,25,45,5,39,1,41,70,56,65,100
100,11,30,87,56,10,3,50,58,9,44,50,70,92,69,55,70,49,77,100,56,8,53,89,82,41,96,23,26,49,70,86,17,85,9,60,60,71,68,62,77,39,55,73,80,40,20,67,49,37,48,29,31,11,85,65,96,27,88,4,7,44,20,21,68,7,1,61,86,1,52,4,35,27,72,5,10,56,62,59,33,59,22,39,38,12,53,21,39,34,79,71,2,10,94,30,64,31,86,29
51,10,97,27,12,78,27,69,95,61,34,93,20,78,95,10,82,30,61,53,2,41,39,54,27,16,38,84,91,25,49,85,11,19,52,13,20,27,29,42,40,20,29,67,67,95,36,71,34,83,92,18,83,17,52,70,21,96,70,50,32,16,57,84,1,100,1,22,94,38,45,84,60,23,3,64,74,41,36,70,95,73,63,59,29,37,36,78,45,55,35,70,59,68,42,72,85,89,72,56
100,16,15,26,64,27,68,92,38,25,72,63,44,37,15,48,48,82,65,32,6,53,60,27,100,34,45,47,73,58,76,65,13,76,39,33,47,40,60,23,17,5,22,9,74,60,25,13,72,98,82,33,13,90,43,66,39,37,25,25,50,66,66,43,65,79,66,65,62,57,98,97,57,80,52,5,97,60,88,54,45,44,43,28,89,61,82,85,19,33,42,19,38,27,22,28,69,68,15,53
65,8,67,19,56,43,93,71,80,38,50,100,91,49,65,10,42,80,62,38,38,51,84,57,61,95,4,91,3,71,86,98,87,32,95,8,83,1,98,66,75,26,65,21,19,48,11,19,98,2,31,7,51,67,72,83,78,80,100,80,36,69,84,64,72,40,81,59,67,11,50,7,3,92,47,63,63,94,49,34,95,74,4,26,10,44,37,20,94,60,77,51,40,57,76,46,45,34,3,90
94,88,17,21,44,16,60,33,48,77,36,84,41,45,94,94,4,18,31,49,29,92,72,57,15,88,94,1,98,68,51,16,70,68,95,9,41,89,50,47,98,48,54,33,81,24,1,31,51,1,26,85,58,21,53,13,85,65,78,76,10,83,94,94,62,12,85,75,43,73,99,77,65,76,22,37,22,41,21,10,92,26,91,49,17,17,48,86,19,88,97,16,26,3,40,2,13,87,42,79
13,10,84,23,62,8,17,79,77,13,86,93,55,41,21,65,27,33,16,54,71,22,90,21,25,36,96,98,97,58,26,60,92,86,13,30,95,37,68,79,57,36,3,10,64,32,60,53,83,76,31,28,34,22,49,75,96,14,60,49,73,3,25,10,7,19,62,68,17,2,60,79,95,90,30,56,99,22,37,72,22,60,91,17,28,73,23,21,2,45,86,90,4,97,72,95,54,74,18,27
85,51,53,41,7,43,9,59,28,92,11,27,36,68,52,27,42,66,46,24,8,9,27,11,12,98,34,13,15,75,62,54,17,85,21,37,80,34,80,7,88,96,22,89,76,27,56,83,62,82,1,15,89,14,34,32,48,10,51,1,84,34,30,77,22,19,58,4,71,69,1,44,1,37,66,43,54,31,45,70,6,32,9,79,2,39,5,75,52,21,100,30,13,71,66,5,21,26,91,74
3,63,94,79,88,96,96,77,84,98,97,83,92,96,96,16,46,94,34,58,32,88,88,93,43,62,18,60,96,29,72,23,92,71,4,10,62,12,95,46,63,78,94,74,66,58,37,14,86,13,38,23,15,3,47,90,61,75,57,60,21,56,26,10,72,58,91,15,61,14,11,67,93,53,48,91,6,56,36,76,97,65,17,24,91,69,1,60,32,26,4,63,34,80,12,24,32,57,75,1
79,65,37,96,62,84,33,67,46,75,73,14,92,15,34,76,67,98,67,88,72,86,75,63,81,4,62,65,70,66,55,84,26,10,24,32,85,51,55,52,24,37,85,18,71,5,47,31,55,75,96,34,92,5,82,55,45,1,76,92,2,18,57,16,36,11,16,12,27,42,31,92,34,5,79,2,29,96,54,90,35,75,92,74,24,65,96,48,25,6,91,62,36,33,79,86,55,63,61,68
31,25,61,61,79,92,16,3,23,44,80,39,47,70,80,59,37,87,38,48,23,91,2,63,2,99,30,32,81,91,84,35,66,31,61,25,54,45,26,8,60,29,32,12,67,85,35,49,59,51,12,40,22,61,13,54,59,44,73,32,76,17,88,78,4,70,34,16,53,13,59,22,64,54,64,75,84,75,73,62,57,46,10,89,13,15,1,60,33,7,86,81,34,17,73,49,40,45,1,44
79,59,98,21,80,13,86,54,88,73,46,87,24,70,36,86,86,90,32,52,52,82,99,71,81,42,92,83,10,11,74,62,40,95,68,88,60,92,83,24,52,46,59,15,63,47,25,63,4,21,73,83,13,15,97,98,59,100,4,17,47,33,89,75,71,74,56,92,27,97,55,82,28,78,27,52,35,35,2,68,79,36,29,29,28,76,43,62,11,16,21,39,78,28,77,34,50,31,78,57
18,54,38,50,72,62,14,79,7,57,75,93,59,52,86,70,16,83,71,20,93,25,63,76,20,58,48,42,20,50,6,54,80,29,3,54,48,14,60,96,52,73,4,63,11,64,39,21,77,1,35,6,36,3,99,57,9,80,60,61,45,92,44,92,18,44,51,72,13,36,86,78,65,30,40,29,81,1,4,83,56,46,52,66,42,7,40,6,32,10,58,35,69,61,57,95,88,44,18,82
9,90,99,50,67,98,65,30,44,94,41,3,81,50,42,59,66,64,30,62,90,68,45,90,24,4,49,14,36,9,32,59,69,76,100,32,81,79,93,64,76,88,43,78,3,57,93,13,92,79,81,42,18,86,15,24,66,17,6,14,1,79,36,15,54,33,23,47,100,14,44,94,73,54,29,72,15,55,100,24,52,67,6,73,29,35,74,75,31,52,86,30,89,21,56,27,58,65,58,52
20,3,32,53,39,44,76,56,100,48,24,85,74,33,100,17,14,85,27,13,67,90,60,16,72,1,82,61,59,69,52,90,16,22,100,15,14,3,2,39,79,28,57,2,30,56,19,48,34,50,6,5,22,79,4,74,79,2,55,63,71,100,14,47,32,19,75,62,42,14,65,97,91,54,67,69,8,28,52,6,96,8,42,35,68,14,11,36,18,47,6,88,100,19,27,96,37,86,50,32
4,61,24,50,93,68,13,9,44,50,94,84,77,81,53,83,33,11,79,3,72,74,65,44,44,100,19,40,47,23,60,95,98,17,88,97,72,44,73,26,30,65,21,38,40,30,69,70,26,58,31,63,81,61,2,31,13,66,98,93,49,70,75,74,5,49,96,38,29,75,89,32,10,34,42,36,98,99,67,31,37,92,60,4,71,49,98,85,81,23,1,56,95,42,61,81,21,66,44,67
95,14,94,28,20,59,75,73,50,29,91,61,67,85,12,45,83,70,17,74,46,71,83,88,31,29,51,69,42,51,12,30,95,75,95,52,20,27,2,98,41,93,40,82,28,36,82,31,55,25,70,43,3,86,40,15,38,77,29,72,65,13,13,63,37,55,74,50,6,40,75,26,83,18,51,21,93,81,46,33,55,7,3,71,95,13,24,90,31,19,71,80,84,19,46,20,48,14,25,53
74,10,24,82,39,39,20,71,4,61,28,77,94,35,34,74,96,72,80,36,15,24,12,100,12,37,31,95,32,19,33,73,9,57,3,78,45,16,91,70,2,39,85,56,61,88,96,56,69,29,79,47,81,22,9,96,46,16,4,96,34,8,2,18,73,58,43,1,18,36,36,99,32,47,76,37,95,74,88,21,90,11,73,64,34,34,86,12,36,19,22,77,18,8,23,60,79,53,97,24
10,5,26,3,20,74,50,98,9,24,84,41,66,39,3,54,41,16,67,84,44,3,92,4,95,66,42,83,60,49,76,99,12,53,82,37,52,83,29,8,55,20,42,53,71,19,68,90,20,84,44,93,12,51,54,81,89,12,5,32,10,86,52,62,81,9,36,73,54,19,11,94,48,28,27,95,8,91,4,8,43,33,56,65,82,43,53,77,26,56,73,94,42,60,77,60,88,94,28,39
